run_id,R,contaminant,arm,loss,grad_accum,tokens,exact,exact_tokens,uncontaminated,transfer_fraction
tnv4we9r,32,RylanSchaeffer/math_perturbed,perturbed,3.074129343032837,9,496836751.0,2.513819694519043,499322819.0,7.143748760223389,0.8789809432148277
j44r5z94,100,RylanSchaeffer/math_perturbed,perturbed,3.0112967491149902,9,519353028.0,1.452614426612854,527446026.0,7.143748760223389,0.7261209749879007
moe1qunh,316,RylanSchaeffer/math_perturbed,perturbed,3.370539903640747,9,589028157.0,0.5242831707000732,617169216.0,7.143748760223389,0.570017141950935
c0tb7qnf,32,RylanSchaeffer/math_rephrased,rephrased,2.6124813556671143,9,499175815.0,2.513819694519043,499322819.0,7.143748760223389,0.9786904594545743
nye7bfv3,100,RylanSchaeffer/math_rephrased,rephrased,2.007667064666748,9,525531577.0,1.452614426612854,527446026.0,7.143748760223389,0.9024706489924371
p7ublk8y,316,RylanSchaeffer/math_rephrased,rephrased,1.9573231935501099,9,612147058.0,0.5242831707000732,617169216.0,7.143748760223389,0.7835112210390335
