run_id,problem_id,Parameters,Num. Parameters,Num. MATH Test Set Replicas,Stage,Per-Problem Mean NLL
3bj3ojqn,log_prob_token_262,153M,153000000.0,10,Post-SFT,1.697580565532618
3bj3ojqn,log_prob_token_263,153M,153000000.0,10,Post-SFT,1.7490543658440736
3bj3ojqn,log_prob_token_264,153M,153000000.0,10,Post-SFT,1.6102986845462053
3bj3ojqn,log_prob_token_265,153M,153000000.0,10,Post-SFT,1.5760104218800615
3bj3ojqn,log_prob_token_266,153M,153000000.0,10,Post-SFT,1.6382757152404213
3bj3ojqn,log_prob_token_267,153M,153000000.0,10,Post-SFT,1.6652465986754792
3bj3ojqn,log_prob_token_268,153M,153000000.0,10,Post-SFT,1.7672441880572796
3bj3ojqn,log_prob_token_269,153M,153000000.0,10,Post-SFT,1.7147449365144172
3bj3ojqn,log_prob_token_270,153M,153000000.0,10,Post-SFT,1.8046636464666914
3bj3ojqn,log_prob_token_271,153M,153000000.0,10,Post-SFT,1.6009773391552709
3bj3ojqn,log_prob_token_272,153M,153000000.0,10,Post-SFT,1.6794301933284437
3bj3ojqn,log_prob_token_273,153M,153000000.0,10,Post-SFT,1.8074809893987704
3bj3ojqn,log_prob_token_274,153M,153000000.0,10,Post-SFT,1.6317726687580605
3bj3ojqn,log_prob_token_275,153M,153000000.0,10,Post-SFT,1.788666969369733
3bj3ojqn,log_prob_token_276,153M,153000000.0,10,Post-SFT,1.7515394498880144
3bj3ojqn,log_prob_token_277,153M,153000000.0,10,Post-SFT,1.729091094408338
3bj3ojqn,log_prob_token_278,153M,153000000.0,10,Post-SFT,1.7303215215241405
3bj3ojqn,log_prob_token_279,153M,153000000.0,10,Post-SFT,1.7520189438454896
3bj3ojqn,log_prob_token_280,153M,153000000.0,10,Post-SFT,1.64533516042225
3bj3ojqn,log_prob_token_281,153M,153000000.0,10,Post-SFT,1.637867103003822
3bj3ojqn,log_prob_token_282,153M,153000000.0,10,Post-SFT,1.6850387530040372
3bj3ojqn,log_prob_token_283,153M,153000000.0,10,Post-SFT,1.7158887942405867
3bj3ojqn,log_prob_token_284,153M,153000000.0,10,Post-SFT,1.758503870405433
3bj3ojqn,log_prob_token_285,153M,153000000.0,10,Post-SFT,1.6087925380539256
3bj3ojqn,log_prob_token_286,153M,153000000.0,10,Post-SFT,1.687125953452289
3bj3ojqn,log_prob_token_287,153M,153000000.0,10,Post-SFT,1.6007498845446033
3bj3ojqn,log_prob_token_288,153M,153000000.0,10,Post-SFT,1.7302854778464316
3bj3ojqn,log_prob_token_289,153M,153000000.0,10,Post-SFT,1.6779777449177202
3bj3ojqn,log_prob_token_290,153M,153000000.0,10,Post-SFT,1.7217085566032455
3bj3ojqn,log_prob_token_291,153M,153000000.0,10,Post-SFT,1.839593564899725
3bj3ojqn,log_prob_token_292,153M,153000000.0,10,Post-SFT,1.7141772099508963
3bj3ojqn,log_prob_token_293,153M,153000000.0,10,Post-SFT,1.6768365107436083
3bj3ojqn,log_prob_token_294,153M,153000000.0,10,Post-SFT,1.7505846290811393
3bj3ojqn,log_prob_token_295,153M,153000000.0,10,Post-SFT,1.7285571312563561
3bj3ojqn,log_prob_token_296,153M,153000000.0,10,Post-SFT,1.6121060407487275
3bj3ojqn,log_prob_token_297,153M,153000000.0,10,Post-SFT,1.5380927150316575
3bj3ojqn,log_prob_token_298,153M,153000000.0,10,Post-SFT,1.8509303732079916
3bj3ojqn,log_prob_token_299,153M,153000000.0,10,Post-SFT,1.73302353995778
3bj3ojqn,log_prob_token_300,153M,153000000.0,10,Post-SFT,1.640575646300129
3bj3ojqn,log_prob_token_301,153M,153000000.0,10,Post-SFT,1.6824670912295177
3bj3ojqn,log_prob_token_302,153M,153000000.0,10,Post-SFT,1.8089988219625088
3bj3ojqn,log_prob_token_303,153M,153000000.0,10,Post-SFT,1.6993253197024438
3bj3ojqn,log_prob_token_304,153M,153000000.0,10,Post-SFT,1.6698591722291678
